Cell_ID,cell_name,Patient_Old,Patient,TSSEnrichment,ReadsInTSS,ReadsInPromoter,ReadsInBlacklist,PromoterRatio,PassQC,NucleosomeRatio,nMultiFrags,nMonoFrags,nFrags,nDiFrags,BlacklistRatio,Location,ReadsInPeaks,FRIP,Clusters_type
COAD33#COAD33_T_A_73_73,COAD33_T_A_73_73,COAD33,P27,9.087,58056,70648,6572,0.196268433,1,1.947897728,0,61053,179978,118925,0.018257787,Normal,200279,0.556531525,Epithelial
COAD33#COAD33_T_A_69_69,COAD33_T_A_69_69,COAD33,P27,11.008,60836,69284,5529,0.192877744,1,2.571689934,0,50286,179606,129320,0.015392025,Normal,192396,0.53576083,Epithelial
COAD33#COAD33_C_C_58_250,COAD33_C_C_58_250,COAD33,P27,10.486,56286,68642,8076,0.192002372,1,1.940451712,0,60791,178753,117962,0.022589831,Cancer,200580,0.561373852,Epithelial
COAD33#COAD33_C_B_86_182,COAD33_C_B_86_182,COAD33,P27,9.003,48431,63887,9964,0.178945157,1,2.177125974,0,56186,178510,122324,0.027908801,Cancer,187487,0.525409147,Epithelial
COAD33#COAD33_C_B_64_160,COAD33_C_B_64_160,COAD33,P27,7.707,22540,31855,7942,0.089235691,1,3.874057892,0,36620,178488,141868,0.022247994,Cancer,129164,0.362041226,Epithelial
COAD33#COAD33_C_D_90_378,COAD33_C_D_90_378,COAD33,P27,8.42,39162,54177,8950,0.152192844,1,2.529127176,0,50434,177988,127554,0.025142144,Cancer,181605,0.510536555,Epithelial
COAD33#COAD33_C_D_15_303,COAD33_C_D_15_303,COAD33,P27,9.578,46029,58869,8282,0.165457172,1,2.085614181,0,57654,177898,120244,0.023277384,Cancer,192087,0.540192356,Epithelial
COAD33#COAD33_C_C_75_267,COAD33_C_C_75_267,COAD33,P27,9.584,39465,49121,8376,0.138422824,1,2.529630587,0,50269,177431,127162,0.023603542,Cancer,168632,0.475434887,Epithelial
COAD33#COAD33_C_C_27_219,COAD33_C_C_27_219,COAD33,P27,8.314,42035,54451,6011,0.154460406,1,2.518835719,0,50091,176262,126171,0.017051321,Cancer,180863,0.513281645,Epithelial
COAD33#COAD33_C_C_52_244,COAD33_C_C_52_244,COAD33,P27,11.157,51803,59646,8383,0.169646463,1,2.524782452,0,49874,175795,125921,0.023843113,Cancer,168183,0.478455928,Epithelial
COAD33#COAD33_C_D_41_329,COAD33_C_D_41_329,COAD33,P27,9.669,52693,66934,8976,0.19090292,1,1.882707929,0,60814,175309,114495,0.025600511,Cancer,192230,0.548560894,Epithelial
COAD33#COAD33_C_D_78_366,COAD33_C_D_78_366,COAD33,P27,10.099,50570,62079,8828,0.177282463,1,2.113950841,0,56226,175085,118859,0.025210612,Cancer,189907,0.542650345,Epithelial
COAD33#COAD33_C_C_22_214,COAD33_C_C_22_214,COAD33,P27,9.49,43226,52435,6799,0.149820279,1,2.299824631,0,53031,174993,121962,0.019426491,Cancer,175291,0.501040434,Epithelial
COAD33#COAD33_C_B_38_134,COAD33_C_B_38_134,COAD33,P27,9.777,49289,62467,9190,0.178813312,1,2.001632527,0,58192,174671,116479,0.026306599,Cancer,182125,0.521606017,Epithelial
COAD33#COAD33_C_B_10_106,COAD33_C_B_10_106,COAD33,P27,9.55,51031,64327,8802,0.18416502,1,2.208852387,0,54426,174645,120219,0.025199691,Cancer,190603,0.546021497,Epithelial
COAD33#COAD33_C_C_86_278,COAD33_C_C_86_278,COAD33,P27,8.544,43263,57026,8201,0.163410455,1,2.269261036,0,53372,174487,121115,0.023500318,Cancer,177702,0.509533941,Epithelial
COAD33#COAD33_C_D_84_372,COAD33_C_D_84_372,COAD33,P27,7.246,23723,31899,6596,0.091439923,1,1.969761978,0,58734,174426,115692,0.018907732,Cancer,112590,0.32282575,Epithelial
COAD33#COAD33_C_B_63_159,COAD33_C_B_63_159,COAD33,P27,9.325,47644,60402,7288,0.173675766,1,2.209127651,0,54187,173893,119706,0.020955415,Cancer,189580,0.545375042,Epithelial
COAD33#COAD33_C_D_56_344,COAD33_C_D_56_344,COAD33,P27,9.048,42279,55402,7621,0.15968111,1,2.244804818,0,53463,173477,120014,0.021965448,Cancer,185738,0.535697187,Epithelial
COAD33#COAD33_C_B_9_105,COAD33_C_B_9_105,COAD33,P27,10.834,51873,61915,8324,0.178648716,1,1.973301762,0,58281,173287,115006,0.024017959,Cancer,186145,0.537335966,Epithelial
COAD33#COAD33_C_C_19_211,COAD33_C_C_19_211,COAD33,P27,8.968,44185,54813,7044,0.158306522,1,2.434639421,0,50405,173123,122718,0.020343917,Cancer,175169,0.50626586,Epithelial
COAD33#COAD33_C_B_16_112,COAD33_C_B_16_112,COAD33,P27,10.042,43432,53597,8197,0.155001388,1,2.776171235,0,45785,172892,127107,0.02370555,Cancer,169996,0.491900807,Epithelial
COAD33#COAD33_C_D_83_371,COAD33_C_D_83_371,COAD33,P27,9.076,41521,53086,8167,0.153583104,1,2.367595479,0,51320,172825,121505,0.023627947,Cancer,172387,0.499096694,Epithelial
COAD33#COAD33_C_B_50_146,COAD33_C_B_50_146,COAD33,P27,9.319,48084,58197,8811,0.168714342,1,2.584578614,0,48115,172472,124357,0.025543277,Cancer,171409,0.497249894,Epithelial
COAD33#COAD33_C_B_43_139,COAD33_C_B_43_139,COAD33,P27,9.681,46145,57303,8539,0.166406277,1,2.642745314,0,47266,172178,124912,0.024797012,Cancer,177959,0.517055128,Epithelial
COAD33#COAD33_C_B_2_98,COAD33_C_B_2_98,COAD33,P27,10.551,52002,60383,6496,0.175499326,1,2.434389411,0,50091,172032,121941,0.018880208,Cancer,178372,0.518767559,Epithelial
COAD33#COAD33_C_B_80_176,COAD33_C_B_80_176,COAD33,P27,11.301,53251,63459,9193,0.185284998,1,2.030598521,0,56506,171247,114741,0.026841346,Cancer,192083,0.56110806,Epithelial
COAD33#COAD33_C_C_94_286,COAD33_C_C_94_286,COAD33,P27,10.29,51451,63293,7977,0.184870489,1,2.262846905,0,52464,171182,118718,0.023299763,Cancer,186084,0.543819043,Epithelial
COAD33#COAD33_C_D_30_318,COAD33_C_D_30_318,COAD33,P27,8.471,41227,54226,7502,0.158504575,1,2.365501908,0,50826,171055,120229,0.021928619,Cancer,176773,0.517046418,Epithelial
COAD33#COAD33_C_D_48_336,COAD33_C_D_48_336,COAD33,P27,9.489,46371,60147,8180,0.175821124,1,1.914844669,0,58681,171046,112365,0.023911696,Cancer,187693,0.549076452,Epithelial
COAD33#COAD33_C_C_42_234,COAD33_C_C_42_234,COAD33,P27,9.558,47099,59152,7885,0.173055206,1,2.798226509,0,44996,170905,125909,0.023068371,Cancer,173935,0.509257904,Epithelial
COAD33#COAD33_C_C_80_272,COAD33_C_C_80_272,COAD33,P27,9.985,44929,55110,6896,0.161398021,1,2.264503423,0,52298,170727,118429,0.020195985,Cancer,166114,0.486718196,Epithelial
COAD33#COAD33_T_A_68_68,COAD33_T_A_68_68,COAD33,P27,10.203,58174,67494,5707,0.197810121,1,2.086775588,0,55269,170603,115334,0.016725966,Normal,177405,0.520038811,Epithelial
COAD33#COAD33_T_A_33_33,COAD33_T_A_33_33,COAD33,P27,11.506,61431,67988,5371,0.199385316,1,2.159109859,0,53969,170494,116525,0.015751287,Normal,180907,0.530696479,Epithelial
COAD33#COAD33_C_D_92_380,COAD33_C_D_92_380,COAD33,P27,10.085,38151,45341,7978,0.133056115,1,2.888513591,0,43817,170383,126566,0.02341196,Cancer,145688,0.427789523,Epithelial
COAD33#COAD33_C_B_30_126,COAD33_C_B_30_126,COAD33,P27,9.7,47205,57629,6409,0.169533957,1,2.182470134,0,53406,169963,116557,0.018854104,Cancer,175084,0.515453234,Epithelial
COAD33#COAD33_T_A_63_63,COAD33_T_A_63_63,COAD33,P27,9.367,56168,66314,5194,0.195753951,1,1.947601977,0,57464,169381,111917,0.015332298,Normal,183920,0.54301742,Epithelial
COAD33#COAD33_C_C_54_246,COAD33_C_C_54_246,COAD33,P27,10.475,50271,61717,8008,0.182663849,1,2.095199707,0,54580,168936,114356,0.023701283,Cancer,186451,0.552215068,Epithelial
COAD33#COAD33_T_A_44_44,COAD33_T_A_44_44,COAD33,P27,10.657,53360,58563,5211,0.17395605,1,2.205434845,0,52513,168327,115814,0.0154788,Normal,159083,0.4729377,Myeloid
COAD33#COAD33_C_B_32_128,COAD33_C_B_32_128,COAD33,P27,9.063,40660,52929,8599,0.157947038,1,2.566930642,0,46974,167553,120579,0.025660537,Cancer,175142,0.523093005,Epithelial
COAD33#COAD33_C_D_51_339,COAD33_C_D_51_339,COAD33,P27,7.628,21945,30495,8176,0.091189364,1,3.186349866,0,39941,167207,127266,0.024448737,Cancer,113951,0.341029754,Epithelial
COAD33#COAD33_C_C_17_209,COAD33_C_C_17_209,COAD33,P27,9.575,43571,55450,9292,0.166094547,1,2.162498579,0,52782,166923,114141,0.027833193,Cancer,170617,0.511389726,Epithelial
COAD33#COAD33_C_D_37_325,COAD33_C_D_37_325,COAD33,P27,9.42,41978,52041,7097,0.156028135,1,2.510535733,0,47505,166768,119263,0.021278063,Cancer,167060,0.50120907,Epithelial
COAD33#COAD33_C_C_43_235,COAD33_C_C_43_235,COAD33,P27,11.171,51528,64756,12590,0.194250129,1,1.826939385,0,58962,166682,107720,0.037766525,Cancer,177113,0.531538859,Epithelial
COAD33#COAD33_C_D_28_316,COAD33_C_D_28_316,COAD33,P27,9.826,46816,59649,9342,0.179646183,1,1.979183864,0,55726,166018,110292,0.028135503,Cancer,171712,0.517454195,Epithelial
COAD33#COAD33_C_D_96_384,COAD33_C_D_96_384,COAD33,P27,8.972,42328,55261,7866,0.166697838,1,2.297890967,0,50260,165752,115492,0.02372822,Cancer,168833,0.509675296,Epithelial
COAD33#COAD33_C_D_4_292,COAD33_C_D_4_292,COAD33,P27,8.064,38031,50024,5505,0.151957181,1,2.217715135,0,51154,164599,113445,0.016722459,Cancer,161647,0.491328267,Epithelial
COAD33#COAD33_T_A_58_58,COAD33_T_A_58_58,COAD33,P27,11.092,58981,66685,4504,0.202770092,1,2.054198629,0,53839,164435,110596,0.013695381,Normal,180119,0.547780522,Epithelial
COAD33#COAD33_C_C_9_201,COAD33_C_C_9_201,COAD33,P27,8.518,41723,55090,6531,0.16861636,1,2.314040533,0,49293,163359,114066,0.019989716,Cancer,173418,0.531070851,Epithelial
COAD33#COAD33_C_B_70_166,COAD33_C_B_70_166,COAD33,P27,9.972,48145,58698,8260,0.17993489,1,2.271602214,0,49856,163109,113253,0.025320491,Cancer,177834,0.545392651,Epithelial
COAD33#COAD33_C_B_55_151,COAD33_C_B_55_151,COAD33,P27,9.252,43431,54293,6646,0.166620633,1,2.219332912,0,50608,162924,112316,0.020396013,Cancer,176268,0.541307112,Epithelial
COAD33#COAD33_C_C_45_237,COAD33_C_C_45_237,COAD33,P27,11.948,46182,49851,6727,0.153725415,1,2.657883457,0,44327,162143,117816,0.020744035,Cancer,142328,0.4390888,Fibroblast
COAD33#COAD33_T_A_7_7,COAD33_T_A_7_7,COAD33,P27,11.912,59516,67271,6321,0.208175252,1,2.020338349,0,53495,161573,108078,0.019560818,Normal,180451,0.558530033,Epithelial
COAD33#COAD33_C_D_34_322,COAD33_C_D_34_322,COAD33,P27,9.735,44934,56664,7880,0.175976248,1,2.467414714,0,46432,160999,114567,0.024472202,Cancer,165154,0.513149228,Epithelial
COAD33#COAD33_C_C_79_271,COAD33_C_C_79_271,COAD33,P27,10.289,50756,62857,8174,0.195896755,1,1.912374971,0,55087,160434,105347,0.02547465,Cancer,179058,0.558314001,Epithelial
COAD33#COAD33_C_C_6_198,COAD33_C_C_6_198,COAD33,P27,9.253,45271,57599,6960,0.18008354,1,2.28020265,0,48754,159923,111169,0.021760472,Cancer,172416,0.539504728,Epithelial
COAD33#COAD33_C_B_17_113,COAD33_C_B_17_113,COAD33,P27,8.98,22715,29918,9264,0.093568605,1,3.118713932,0,38816,159872,121056,0.028973179,Cancer,100865,0.315755697,Epithelial
COAD33#COAD33_C_B_73_169,COAD33_C_B_73_169,COAD33,P27,8.927,43224,56957,7752,0.17828926,1,2.113259399,0,51307,159732,108425,0.024265645,Cancer,168610,0.528061384,Epithelial
COAD33#COAD33_C_C_85_277,COAD33_C_C_85_277,COAD33,P27,9.736,47543,58064,8202,0.181834125,1,2.328927067,0,47962,159662,111700,0.025685511,Cancer,164017,0.513895677,Epithelial
COAD33#COAD33_C_C_40_232,COAD33_C_C_40_232,COAD33,P27,9.377,44790,58179,8262,0.182573903,1,2.224520359,0,49412,159330,109918,0.025927321,Cancer,170004,0.53378128,Epithelial
COAD33#COAD33_T_A_67_67,COAD33_T_A_67_67,COAD33,P27,9.636,55359,65787,5545,0.206886467,1,2.003778504,0,52931,158993,106062,0.017437875,Normal,183820,0.578206685,Epithelial
COAD33#COAD33_C_B_22_118,COAD33_C_B_22_118,COAD33,P27,8.693,43187,55619,7453,0.175066572,1,2.236638888,0,49079,158851,109772,0.023459091,Cancer,169663,0.53441205,Epithelial
COAD33#COAD33_T_A_51_51,COAD33_T_A_51_51,COAD33,P27,10.927,59474,66132,6356,0.208468357,1,1.943401128,0,53888,158614,104726,0.020036062,Normal,175023,0.551847975,Epithelial
COAD33#COAD33_C_B_95_191,COAD33_C_B_95_191,COAD33,P27,9.238,45415,54900,7560,0.173271389,1,1.918015877,0,54291,158422,104131,0.023860322,Cancer,174159,0.550088123,Epithelial
COAD33#COAD33_C_D_32_320,COAD33_C_D_32_320,COAD33,P27,7.206,31342,45767,7285,0.145095839,1,2.560193232,0,44299,157713,113414,0.02309575,Cancer,154074,0.488636724,Epithelial
COAD33#COAD33_C_D_22_310,COAD33_C_D_22_310,COAD33,P27,8.605,41259,53861,5912,0.170998159,1,1.836022474,0,55532,157490,101958,0.018769446,Cancer,173869,0.552231553,Epithelial
COAD33#COAD33_T_A_81_81,COAD33_T_A_81_81,COAD33,P27,11.115,60136,69659,6181,0.22220769,1,2.092858975,0,50679,156743,106064,0.019716989,Normal,170370,0.543621848,Epithelial
COAD33#COAD33_T_A_25_25,COAD33_T_A_25_25,COAD33,P27,9.903,56059,67154,4580,0.214275686,1,1.732011786,0,57357,156700,99343,0.014613912,Normal,176520,0.563396465,Epithelial
COAD33#COAD33_C_B_94_190,COAD33_C_B_94_190,COAD33,P27,9.623,42717,53608,8365,0.171113026,1,2.440856672,0,45525,156645,111120,0.026700501,Cancer,160397,0.512205014,Epithelial
COAD33#COAD33_C_C_82_274,COAD33_C_C_82_274,COAD33,P27,11.148,52307,65306,9247,0.208460217,1,2.01611661,0,51934,156639,104705,0.029516915,Cancer,176427,0.563488109,Epithelial
COAD33#COAD33_C_D_53_341,COAD33_C_D_53_341,COAD33,P27,9.329,35809,47293,6208,0.151308549,1,2.321149269,0,47056,156280,109224,0.019861787,Cancer,156710,0.501706397,Epithelial
COAD33#COAD33_C_D_19_307,COAD33_C_D_19_307,COAD33,P27,10.801,47137,56786,7150,0.181798973,1,1.912084429,0,53631,156178,102547,0.022890548,Cancer,172522,0.552661084,Epithelial
COAD33#COAD33_C_D_13_301,COAD33_C_D_13_301,COAD33,P27,7.988,33791,45907,7555,0.147064288,1,2.623905826,0,43069,156078,113009,0.024202642,Cancer,153679,0.492605106,Epithelial
COAD33#COAD33_C_D_33_321,COAD33_C_D_33_321,COAD33,P27,7.52,39014,53020,7594,0.169957687,1,2.119038573,0,50009,155980,105971,0.024342864,Cancer,171058,0.548691926,Epithelial
COAD33#COAD33_C_C_25_217,COAD33_C_C_25_217,COAD33,P27,9.566,43558,55029,7619,0.177002451,1,2.170317344,0,49032,155447,106415,0.024506745,Cancer,163667,0.526751633,Epithelial
COAD33#COAD33_T_A_2_2,COAD33_T_A_2_2,COAD33,P27,10.75,58546,65588,4566,0.211251184,1,1.681678413,0,57888,155237,97349,0.014706545,Normal,182174,0.586844055,Epithelial
COAD33#COAD33_T_A_21_21,COAD33_T_A_21_21,COAD33,P27,10.977,57263,65089,6161,0.210373047,1,1.987793808,0,51777,154699,102922,0.019912863,Normal,169489,0.547986705,Epithelial
COAD33#COAD33_C_B_35_131,COAD33_C_B_35_131,COAD33,P27,9.509,42259,53624,8765,0.173692223,1,2.444955255,0,44809,154365,109556,0.028390503,Cancer,162173,0.525723233,Epithelial
COAD33#COAD33_C_B_7_103,COAD33_C_B_7_103,COAD33,P27,9.52,42508,52020,7349,0.169603151,1,2.487152667,0,43978,153358,109380,0.023960276,Cancer,161651,0.527313117,Epithelial
COAD33#COAD33_C_C_83_275,COAD33_C_C_83_275,COAD33,P27,10.922,42933,51058,8285,0.166702581,1,2.592413615,0,42629,153141,110512,0.027050235,Cancer,157505,0.514570878,Epithelial
COAD33#COAD33_C_B_87_183,COAD33_C_B_87_183,COAD33,P27,9.215,33990,42095,7274,0.137587841,1,2.969664729,0,38536,152975,114439,0.023775127,Cancer,144957,0.474016206,Epithelial
COAD33#COAD33_C_C_51_243,COAD33_C_C_51_243,COAD33,P27,9.298,37286,49430,8651,0.161938147,1,2.323751034,0,45918,152620,106702,0.028341633,Cancer,151153,0.495349737,Epithelial
COAD33#COAD33_C_D_21_309,COAD33_C_D_21_309,COAD33,P27,9.541,42264,53170,7844,0.176335199,1,2.163721828,0,47654,150764,103110,0.026014168,Cancer,155278,0.515377211,Epithelial
COAD33#COAD33_C_B_91_187,COAD33_C_B_91_187,COAD33,P27,10.427,44375,53368,6272,0.177221075,1,2.436157831,0,43819,150569,106750,0.02082766,Cancer,155157,0.515488887,Epithelial
COAD33#COAD33_C_D_16_304,COAD33_C_D_16_304,COAD33,P27,9.685,42796,55466,7848,0.184502901,1,1.977890483,0,50476,150312,99836,0.0261057,Cancer,164854,0.548573444,Epithelial
COAD33#COAD33_C_C_72_264,COAD33_C_C_72_264,COAD33,P27,8.824,35155,46179,6850,0.15486331,1,2.372907429,0,44204,149096,104892,0.022971777,Cancer,150596,0.505237025,Epithelial
COAD33#COAD33_C_B_48_144,COAD33_C_B_48_144,COAD33,P27,8.51,33653,42941,5150,0.144667246,1,2.803121156,0,39024,148413,109389,0.017350232,Cancer,147604,0.497552754,Epithelial
COAD33#COAD33_C_C_13_205,COAD33_C_C_13_205,COAD33,P27,10.528,42436,51505,6651,0.173795528,1,2.496554816,0,42378,148177,105799,0.022442754,Cancer,143471,0.484355694,Epithelial
COAD33#COAD33_T_A_18_18,COAD33_T_A_18_18,COAD33,P27,11.138,55502,63338,4229,0.214005757,1,1.65072456,0,55827,147982,92155,0.0142889,Normal,169624,0.573267093,Epithelial
COAD33#COAD33_T_A_29_29,COAD33_T_A_29_29,COAD33,P27,11.198,53747,62208,5375,0.210355462,1,2.033543278,0,48743,147864,99121,0.018175486,Normal,169997,0.574943519,Epithelial
COAD33#COAD33_C_B_24_120,COAD33_C_B_24_120,COAD33,P27,9.994,50402,60224,7271,0.203729263,1,1.842002038,0,52007,147804,95797,0.024596763,Cancer,173022,0.585752783,Epithelial
COAD33#COAD33_T_A_95_95,COAD33_T_A_95_95,COAD33,P27,10.279,43649,50227,7378,0.170747212,1,2.573459025,0,41159,147080,105921,0.025081588,Normal,137643,0.468052476,Epithelial
COAD33#COAD33_T_A_74_74,COAD33_T_A_74_74,COAD33,P27,11.976,56281,63043,5373,0.21443489,1,2.130547747,0,46956,146998,100042,0.018275759,Normal,161569,0.549662859,Epithelial
COAD33#COAD33_C_D_5_293,COAD33_C_D_5_293,COAD33,P27,8.74,33278,42404,5675,0.145059216,1,2.159964544,0,46254,146161,99907,0.019413523,Cancer,143307,0.490528773,Epithelial
COAD33#COAD33_C_B_72_168,COAD33_C_B_72_168,COAD33,P27,10.078,38517,48807,8611,0.16715642,1,2.560780488,0,41000,145992,104992,0.029491342,Cancer,151021,0.517627744,Epithelial
COAD33#COAD33_C_D_62_350,COAD33_C_D_62_350,COAD33,P27,9.897,38470,47532,7951,0.162918075,1,2.209897461,0,45446,145877,100431,0.027252411,Cancer,156906,0.538045826,Epithelial
COAD33#COAD33_C_C_29_221,COAD33_C_C_29_221,COAD33,P27,9.849,36819,46641,5999,0.160085807,1,2.550623964,0,41028,145675,104647,0.020590355,Cancer,148299,0.509233569,Epithelial
COAD33#COAD33_C_B_56_152,COAD33_C_B_56_152,COAD33,P27,11.751,48666,56591,8310,0.195382576,1,2.133839695,0,46212,144821,98609,0.02869059,Cancer,150941,0.521442785,Epithelial
COAD33#COAD33_C_B_77_173,COAD33_C_B_77_173,COAD33,P27,8.528,33585,44190,5905,0.152619291,1,2.76138637,0,38489,144772,106283,0.020394137,Cancer,148551,0.513462974,Epithelial
COAD33#COAD33_C_C_70_262,COAD33_C_C_70_262,COAD33,P27,8.864,34621,45191,7729,0.156350766,1,2.552731206,0,40678,144518,103840,0.026740614,Cancer,147347,0.510048877,Epithelial
COAD33#COAD33_C_D_57_345,COAD33_C_D_57_345,COAD33,P27,9.923,41365,52164,6848,0.180655797,1,1.835477345,0,50917,144374,93457,0.023716182,Cancer,159736,0.553485793,Epithelial
COAD33#COAD33_C_D_76_364,COAD33_C_D_76_364,COAD33,P27,9.183,35235,43629,5815,0.151340345,1,2.580100343,0,40262,144142,103880,0.020171081,Cancer,143531,0.498119009,Epithelial
COAD33#COAD33_C_B_74_170,COAD33_C_B_74_170,COAD33,P27,11.376,45385,55883,10382,0.194807956,1,2.241232035,0,44252,143431,99179,0.036191618,Cancer,142460,0.496940776,Epithelial
COAD33#COAD33_C_B_93_189,COAD33_C_B_93_189,COAD33,P27,9.821,42517,55849,7430,0.195056615,1,1.951834058,0,48499,143161,94662,0.025949805,Cancer,145809,0.509647044,Epithelial
COAD33#COAD33_C_D_2_290,COAD33_C_D_2_290,COAD33,P27,10.61,45458,52366,6082,0.183813876,1,1.883228079,0,49404,142443,93039,0.02134889,Cancer,159118,0.558849974,Epithelial
COAD33#COAD33_C_C_56_248,COAD33_C_C_56_248,COAD33,P27,9.027,37007,47229,5976,0.165918385,1,2.550604964,0,40085,142326,102241,0.020994056,Cancer,138699,0.487480757,Epithelial
COAD33#COAD33_C_C_18_210,COAD33_C_C_18_210,COAD33,P27,10.302,39169,46182,6171,0.162401097,1,2.66484522,0,38797,142185,103388,0.021700601,Cancer,138036,0.485785677,Epithelial
COAD33#COAD33_C_C_57_249,COAD33_C_C_57_249,COAD33,P27,11.699,50513,58538,6612,0.206726796,1,1.873906424,0,49265,141583,92318,0.023350261,Cancer,164147,0.579934568,Epithelial
COAD33#COAD33_C_D_24_312,COAD33_C_D_24_312,COAD33,P27,9.569,37499,48906,8422,0.172876251,1,2.392201065,0,41698,141448,99750,0.029770658,Cancer,151641,0.536413932,Epithelial
COAD33#COAD33_C_D_36_324,COAD33_C_D_36_324,COAD33,P27,8.68,33495,43899,6170,0.15531662,1,2.901200828,0,36225,141321,105096,0.021829735,Cancer,134711,0.476866602,Epithelial
COAD33#COAD33_C_C_95_287,COAD33_C_C_95_287,COAD33,P27,10.085,41330,50965,6229,0.180371325,1,2.05948849,0,46177,141278,95101,0.022045188,Cancer,152282,0.539261305,Epithelial
COAD33#COAD33_C_C_53_245,COAD33_C_C_53_245,COAD33,P27,8.745,23469,31965,9017,0.113876836,1,2.818293114,0,36757,140349,103592,0.032123492,Cancer,105068,0.374531248,Epithelial
COAD33#COAD33_C_C_89_281,COAD33_C_C_89_281,COAD33,P27,10.517,40231,48498,8364,0.172870046,1,2.354048109,0,41822,140273,98451,0.029813293,Cancer,134432,0.479446485,Epithelial
COAD33#COAD33_C_C_96_288,COAD33_C_C_96_288,COAD33,P27,10.582,42837,52000,6171,0.185368705,1,2.060395802,0,45831,140261,94430,0.021998275,Cancer,149088,0.531822754,Epithelial
COAD33#COAD33_T_A_78_78,COAD33_T_A_78_78,COAD33,P27,11.409,53722,61096,5360,0.217896501,1,1.775204387,0,50517,140195,89678,0.019116231,Normal,157510,0.561869498,Epithelial
COAD33#COAD33_T_A_6_6,COAD33_T_A_6_6,COAD33,P27,12.211,51960,57888,5247,0.206486224,1,2.234287033,0,43340,140174,96834,0.018716024,Normal,148884,0.531178422,Epithelial
COAD33#COAD33_C_C_33_225,COAD33_C_C_33_225,COAD33,P27,10.86,44840,53805,6405,0.191978335,1,1.915307481,0,48068,140133,92065,0.022853289,Cancer,156671,0.559191788,Epithelial
COAD33#COAD33_C_C_32_224,COAD33_C_C_32_224,COAD33,P27,9.944,34074,40884,5822,0.147657503,1,2.248668309,0,42615,138442,95827,0.021026856,Cancer,120707,0.436121167,Epithelial
COAD33#COAD33_C_C_59_251,COAD33_C_C_59_251,COAD33,P27,8.483,35147,47483,5454,0.171631918,1,2.198113426,0,43253,138328,95075,0.019714013,Cancer,141117,0.510224964,Epithelial
COAD33#COAD33_C_B_81_177,COAD33_C_B_81_177,COAD33,P27,11.13,44815,52443,6088,0.19004943,1,2.217030405,0,42888,137972,95084,0.022062447,Cancer,149115,0.540675287,Epithelial
COAD33#COAD33_C_D_46_334,COAD33_C_D_46_334,COAD33,P27,10.399,40662,46294,4507,0.16872344,1,2.230865244,0,42462,137189,94727,0.016426244,Cancer,138446,0.504713714,Epithelial
COAD33#COAD33_C_B_36_132,COAD33_C_B_36_132,COAD33,P27,10.557,41129,49852,6005,0.181763822,1,2.076201799,0,44579,137134,92555,0.021894643,Cancer,143560,0.523620554,Epithelial
COAD33#COAD33_C_C_20_212,COAD33_C_C_20_212,COAD33,P27,9.234,37524,47522,6237,0.173308923,1,2.214809951,0,42647,137102,94455,0.022745839,Cancer,142710,0.52069119,Epithelial
COAD33#COAD33_C_D_54_342,COAD33_C_D_54_342,COAD33,P27,9.586,34812,43853,6276,0.160323623,1,2.620585588,0,37774,136764,98990,0.022944635,Cancer,138330,0.506076726,Epithelial
COAD33#COAD33_C_C_68_260,COAD33_C_C_68_260,COAD33,P27,9.755,38749,47751,5347,0.174839078,1,2.370196698,0,40519,136557,96038,0.019577905,Cancer,142300,0.521317986,Epithelial
COAD33#COAD33_C_D_59_347,COAD33_C_D_59_347,COAD33,P27,9.342,33853,43893,6485,0.160863893,1,2.680009711,0,37073,136429,99356,0.023766941,Cancer,136838,0.501837359,Epithelial
COAD33#COAD33_C_D_27_315,COAD33_C_D_27_315,COAD33,P27,9.482,28816,37250,6673,0.136571952,1,2.437129823,0,39677,136375,96698,0.024465628,Cancer,121822,0.446915446,Epithelial
COAD33#COAD33_T_A_48_48,COAD33_T_A_48_48,COAD33,P27,11.03,47056,53380,5963,0.195895659,1,1.989883473,0,45569,136246,90677,0.021883211,Normal,151202,0.555036745,Epithelial
COAD33#COAD33_T_A_45_45,COAD33_T_A_45_45,COAD33,P27,9.542,24114,28118,5487,0.103560037,1,2.346076112,0,40572,135757,95185,0.020208903,Normal,84785,0.312407882,Epithelial
COAD33#COAD33_C_B_42_138,COAD33_C_B_42_138,COAD33,P27,11.621,40323,47365,9618,0.174725729,1,2.315419989,0,40882,135541,94659,0.035480039,Cancer,134207,0.495411591,Epithelial
COAD33#COAD33_C_B_6_102,COAD33_C_B_6_102,COAD33,P27,10.163,39297,46521,6250,0.17185953,1,2.352804201,0,40368,135346,94978,0.023088972,Cancer,144684,0.534729871,Epithelial
COAD33#COAD33_C_B_76_172,COAD33_C_B_76_172,COAD33,P27,9.602,23580,26688,6200,0.098687276,1,2.761719293,0,35945,135215,99270,0.02292645,Cancer,74338,0.275010174,T
COAD33#COAD33_C_B_83_179,COAD33_C_B_83_179,COAD33,P27,10.455,37422,46348,7217,0.172380704,1,2.400318697,0,39536,134435,94899,0.026841968,Cancer,136169,0.5067206,Epithelial
COAD33#COAD33_C_D_85_373,COAD33_C_D_85_373,COAD33,P27,9.453,37115,46981,6175,0.175358511,1,2.122468008,0,42901,133957,91056,0.023048441,Cancer,143400,0.535546227,Epithelial
