Cell_ID,cell_name,Patient_Old,Patient,TSSEnrichment,ReadsInTSS,ReadsInPromoter,ReadsInBlacklist,PromoterRatio,PassQC,NucleosomeRatio,nMultiFrags,nMonoFrags,nFrags,nDiFrags,BlacklistRatio,Location,ReadsInPeaks,FRIP,Clusters_type
COAD32#COAD32_C2_B_11_107,COAD32_C2_B_11_107,COAD32,P26,11.04,65322,79088,10392,0.194414946,1,2.245002473,0,62681,203400,140719,0.025545723,Cancer,210974,0.519783783,Epithelial
COAD32#COAD32_C12_D_4_292,COAD32_C12_D_4_292,COAD32,P26,8.93,50303,62094,7189,0.152816676,1,2.409666862,0,59585,203165,143580,0.017692516,Cancer,191576,0.472847362,Epithelial
COAD32#COAD32_C2_C_33_225,COAD32_C2_C_33_225,COAD32,P26,9.419,17085,23905,10562,0.058855826,1,4.744378129,0,35353,203081,167728,0.026004402,Cancer,105635,0.262481116,Epithelial
COAD32#COAD32_C2_B_77_173,COAD32_C2_B_77_173,COAD32,P26,9.419,51738,67399,7632,0.166032744,1,2.235803335,0,62726,202969,140243,0.018800901,Cancer,198806,0.491238041,Epithelial
COAD32#COAD32_C2_D_8_296,COAD32_C2_D_8_296,COAD32,P26,9.99,52873,64945,9622,0.160207706,1,2.442776098,0,58874,202690,143816,0.023735754,Cancer,195625,0.483856207,Epithelial
COAD32#COAD32_C2_D_62_350,COAD32_C2_D_62_350,COAD32,P26,10.742,63826,76744,9048,0.189335215,1,2.347433272,0,60544,202667,142123,0.022322332,Cancer,212198,0.524756785,Epithelial
COAD32#COAD32_C2_D_78_366,COAD32_C2_D_78_366,COAD32,P26,12.542,62126,72410,7880,0.178782178,1,2.442157329,0,58832,202509,143677,0.019455925,Cancer,208536,0.516367382,Epithelial
COAD32#COAD32_C2_C_5_197,COAD32_C2_C_5_197,COAD32,P26,12.102,70841,83026,8259,0.204996395,1,2.327243153,0,60863,202506,141643,0.020391988,Cancer,218374,0.540706369,Epithelial
COAD32#COAD32_C2_B_37_133,COAD32_C2_B_37_133,COAD32,P26,10.214,57324,72551,9154,0.179311828,1,2.343867769,0,60500,202304,141804,0.022624367,Cancer,207069,0.512686623,Epithelial
COAD32#COAD32_C11_B_4_100,COAD32_C11_B_4_100,COAD32,P26,9.878,48768,57870,9137,0.14307188,1,2.783812606,0,53449,202241,148792,0.022589386,Cancer,186251,0.461394208,Epithelial
COAD32#COAD32_C2_D_66_354,COAD32_C2_D_66_354,COAD32,P26,11.012,52557,61635,7734,0.152518089,1,1.758320365,0,73254,202058,128804,0.019138069,Cancer,195596,0.485434195,Epithelial
COAD32#COAD32_C2_B_80_176,COAD32_C2_B_80_176,COAD32,P26,10.301,59253,74280,9926,0.183823165,1,2.464903706,0,58311,202042,143731,0.0245642,Cancer,210877,0.523319932,Epithelial
COAD32#COAD32_C12_A_31_31,COAD32_C12_A_31_31,COAD32,P26,7.404,39195,52448,8283,0.129945938,1,2.516597836,0,57387,201807,144420,0.020522083,Cancer,186731,0.464123978,Epithelial
COAD32#COAD32_C11_B_1_97,COAD32_C11_B_1_97,COAD32,P26,10.423,53346,62180,9111,0.15414669,1,2.759244763,0,53652,201691,148039,0.022586531,Cancer,183548,0.456105998,Epithelial
COAD32#COAD32_C12_D_56_344,COAD32_C12_D_56_344,COAD32,P26,7.822,44054,57201,8953,0.142033829,1,2.554653298,0,56648,201364,144716,0.022230885,Cancer,187693,0.46707694,Epithelial
COAD32#COAD32_C11_B_73_169,COAD32_C11_B_73_169,COAD32,P26,8.645,48257,60367,9320,0.150296774,1,2.682245732,0,54539,200826,146287,0.023204167,Cancer,191057,0.476655822,Epithelial
COAD32#COAD32_C2_C_52_244,COAD32_C2_C_52_244,COAD32,P26,11.225,61202,72869,8124,0.181423222,1,2.337255097,0,60177,200826,140649,0.020226465,Cancer,209533,0.523207267,Epithelial
COAD32#COAD32_C12_A_68_68,COAD32_C12_A_68_68,COAD32,P26,8.56,44384,55784,9374,0.138959053,1,2.725334076,0,53880,200721,146841,0.02335082,Cancer,173200,0.432766306,Epithelial
COAD32#COAD32_C2_D_4_292,COAD32_C2_D_4_292,COAD32,P26,9.784,53278,64741,6353,0.161271118,1,2.507759253,0,57222,200721,143499,0.015825449,Cancer,205199,0.512508055,Epithelial
COAD32#COAD32_T_A_20_20,COAD32_T_A_20_20,COAD32,P26,9.327,63314,78057,7978,0.1946083,1,1.834294355,0,70758,200549,129791,0.019890401,Normal,208285,0.52022349,Epithelial
COAD32#COAD32_C12_D_74_362,COAD32_C12_D_74_362,COAD32,P26,9.727,52192,60775,7075,0.151617587,1,2.340533693,0,59997,200422,140425,0.017650258,Cancer,180282,0.450488765,Epithelial
COAD32#COAD32_C2_B_58_154,COAD32_C2_B_58_154,COAD32,P26,9.651,55127,71814,13040,0.179162342,1,2.340545045,0,59995,200416,140421,0.032532333,Cancer,196991,0.492285509,Epithelial
COAD32#COAD32_C2_C_63_255,COAD32_C2_C_63_255,COAD32,P26,10.736,63129,75059,9545,0.187331846,1,1.976289165,0,67311,200337,133026,0.023822359,Cancer,194898,0.487352217,Epithelial
COAD32#COAD32_C12_D_70_358,COAD32_C12_D_70_358,COAD32,P26,10.88,59127,69387,8798,0.173245745,1,2.386649981,0,59131,200256,141125,0.021966882,Cancer,205068,0.513026553,Epithelial
COAD32#COAD32_T_A_74_74,COAD32_T_A_74_74,COAD32,P26,8.094,51342,65306,7657,0.163141013,1,1.94073051,0,68062,200152,132090,0.019127963,Normal,198277,0.496173789,Epithelial
COAD32#COAD32_C12_D_84_372,COAD32_C12_D_84_372,COAD32,P26,9.931,52049,61184,7000,0.152908776,1,2.72647519,0,53688,200067,146379,0.017494139,Cancer,186494,0.467148275,Epithelial
COAD32#COAD32_C11_B_79_175,COAD32_C11_B_79_175,COAD32,P26,8.914,48519,60574,8014,0.151601762,1,3.013984047,0,49771,199780,150009,0.020057063,Cancer,187405,0.470238274,Epithelial
COAD32#COAD32_C2_D_67_355,COAD32_C2_D_67_355,COAD32,P26,9.5,52759,67028,6711,0.168026191,1,2.478800035,0,57335,199457,142122,0.016823175,Cancer,208390,0.523503522,Epithelial
COAD32#COAD32_C12_D_88_376,COAD32_C12_D_88_376,COAD32,P26,8.679,47758,59369,6882,0.149215581,1,2.534332972,0,56287,198937,142650,0.017296933,Cancer,190976,0.480895232,Epithelial
COAD32#COAD32_C12_D_87_375,COAD32_C12_D_87_375,COAD32,P26,10.364,51006,59987,8332,0.150779447,1,2.6355545,0,54716,198923,144207,0.020942777,Cancer,183447,0.462420912,Epithelial
COAD32#COAD32_C11_B_52_148,COAD32_C11_B_52_148,COAD32,P26,10.121,51281,59933,9990,0.150739955,1,2.337295192,0,59568,198796,139228,0.02512626,Cancer,196852,0.495993792,Epithelial
COAD32#COAD32_C12_A_79_79,COAD32_C12_A_79_79,COAD32,P26,9.385,47368,57004,10634,0.143393303,1,2.713693179,0,53523,198768,145245,0.026749779,Cancer,172536,0.435301241,Epithelial
COAD32#COAD32_C2_B_73_169,COAD32_C2_B_73_169,COAD32,P26,11.807,61910,71104,9949,0.179034727,1,2.254757339,0,61011,198576,137565,0.025050862,Cancer,199823,0.504379367,Epithelial
COAD32#COAD32_C2_D_38_326,COAD32_C2_D_38_326,COAD32,P26,10.224,57321,71026,7755,0.178907702,1,1.972966092,0,66768,198499,131731,0.019534103,Cancer,218913,0.552763147,Epithelial
COAD32#COAD32_C2_B_91_187,COAD32_C2_B_91_187,COAD32,P26,10.364,50184,60125,8098,0.15151477,1,2.097928084,0,64047,198413,134366,0.020406929,Cancer,187910,0.474513012,Epithelial
COAD32#COAD32_C2_B_67_163,COAD32_C2_B_67_163,COAD32,P26,11.041,60466,74040,9221,0.186750878,1,2.227115112,0,61427,198232,136805,0.023258102,Cancer,210303,0.531874052,Epithelial
COAD32#COAD32_C11_B_37_133,COAD32_C11_B_37_133,COAD32,P26,8.485,48917,60891,6768,0.153623942,1,2.654000037,0,54237,198182,143945,0.017075214,Cancer,182915,0.46241569,Epithelial
COAD32#COAD32_C2_B_35_131,COAD32_C2_B_35_131,COAD32,P26,10.801,62347,76547,8606,0.193172699,1,1.999167449,0,66062,198131,132069,0.021717954,Cancer,215049,0.544058715,Epithelial
COAD32#COAD32_C2_C_20_212,COAD32_C2_C_20_212,COAD32,P26,10.87,68383,83758,9315,0.211399063,1,2.124915214,0,63395,198104,134709,0.023510378,Cancer,205448,0.51972679,Epithelial
COAD32#COAD32_C12_A_45_45,COAD32_C12_A_45_45,COAD32,P26,9.084,49157,60559,8884,0.152868091,1,2.506018125,0,56496,198076,141580,0.022425736,Cancer,188645,0.477169135,Epithelial
COAD32#COAD32_C2_B_84_180,COAD32_C2_B_84_180,COAD32,P26,10.099,54196,67837,8331,0.171297769,1,2.301580685,0,59974,198009,138035,0.021036923,Cancer,204766,0.518573484,Epithelial
COAD32#COAD32_C11_B_91_187,COAD32_C11_B_91_187,COAD32,P26,9.794,51173,60183,7990,0.152026413,1,2.65418059,0,54167,197936,143769,0.020183292,Cancer,175921,0.445326779,Epithelial
COAD32#COAD32_T_A_95_95,COAD32_T_A_95_95,COAD32,P26,11.395,58298,67267,9433,0.169948561,1,2.452195301,0,57327,197904,140577,0.023832262,Normal,181660,0.459849839,Epithelial
COAD32#COAD32_C12_A_91_91,COAD32_C12_A_91_91,COAD32,P26,10.78,60941,70051,8572,0.177052056,1,2.462249291,0,57138,197826,140688,0.021665504,Cancer,199305,0.504901961,Epithelial
COAD32#COAD32_C11_C_5_197,COAD32_C11_C_5_197,COAD32,P26,9.662,49384,58008,9548,0.146624067,1,2.391605514,0,58324,197812,139488,0.024134026,Cancer,185751,0.470772951,Epithelial
COAD32#COAD32_C11_C_38_230,COAD32_C11_C_38_230,COAD32,P26,10.133,52513,63673,7625,0.161058835,1,2.839669004,0,51481,197670,146189,0.019287196,Cancer,187517,0.475347543,Epithelial
COAD32#COAD32_C11_C_65_257,COAD32_C11_C_65_257,COAD32,P26,10.398,54625,61726,7325,0.156216151,1,1.877621766,0,68656,197566,128910,0.018538109,Cancer,170472,0.432520754,Epithelial
COAD32#COAD32_C2_B_14_110,COAD32_C2_B_14_110,COAD32,P26,10.931,65363,79020,8174,0.200117508,1,2.000516717,0,65800,197434,131634,0.020700589,Cancer,216887,0.550508153,Epithelial
COAD32#COAD32_C2_D_23_311,COAD32_C2_D_23_311,COAD32,P26,11.532,70289,84434,11428,0.21406044,1,2.25870359,0,60521,197220,136699,0.028972721,Cancer,212913,0.542370593,Epithelial
COAD32#COAD32_C2_B_60_156,COAD32_C2_B_60_156,COAD32,P26,11.826,54561,66201,9040,0.168154293,1,2.419543125,0,57565,196846,139281,0.022962113,Cancer,194668,0.495636056,Epithelial
COAD32#COAD32_C12_D_59_347,COAD32_C12_D_59_347,COAD32,P26,9.316,36596,42135,9309,0.107259046,1,2.62079009,0,54247,196417,142170,0.023697032,Cancer,134928,0.344204082,Epithelial
COAD32#COAD32_C2_D_85_373,COAD32_C2_D_85_373,COAD32,P26,9.983,58973,73399,7917,0.186906678,1,1.924428822,0,67142,196352,129210,0.020160222,Cancer,206470,0.52713681,Epithelial
COAD32#COAD32_C2_D_75_363,COAD32_C2_D_75_363,COAD32,P26,11.413,56813,68104,6855,0.173543442,1,2.310433257,0,59272,196216,136944,0.017467994,Cancer,208797,0.533328395,Epithelial
COAD32#COAD32_C2_C_18_210,COAD32_C2_C_18_210,COAD32,P26,10.963,60951,74981,8752,0.191159074,1,2.15938527,0,62076,196122,134046,0.022312642,Cancer,210854,0.539282335,Epithelial
COAD32#COAD32_C12_D_3_291,COAD32_C12_D_3_291,COAD32,P26,8.401,45416,57477,8371,0.146627244,1,2.385913692,0,57886,195997,138111,0.021354919,Cancer,183789,0.469868337,Epithelial
COAD32#COAD32_C2_B_24_120,COAD32_C2_B_24_120,COAD32,P26,11.33,65153,76305,9255,0.194914172,1,2.160257031,0,61938,195740,133802,0.023641054,Cancer,210657,0.539556792,Epithelial
COAD32#COAD32_C11_C_88_280,COAD32_C11_C_88_280,COAD32,P26,10.847,54467,62262,8113,0.15938052,1,2.393356613,0,57561,195325,137764,0.020767951,Cancer,186145,0.477583871,Epithelial
COAD32#COAD32_C2_B_3_99,COAD32_C2_B_3_99,COAD32,P26,10.246,47884,60363,9760,0.154566079,1,2.312287963,0,58952,195266,136314,0.02499155,Cancer,173209,0.444912794,Epithelial
COAD32#COAD32_C2_C_12_204,COAD32_C2_C_12_204,COAD32,P26,9.834,65307,81687,6505,0.209213519,1,2.178819162,0,61414,195224,133810,0.016660349,Cancer,211948,0.543626468,Epithelial
COAD32#COAD32_C2_D_31_319,COAD32_C2_D_31_319,COAD32,P26,10.447,66908,83937,9425,0.215094021,1,1.860617523,0,68208,195117,126909,0.024152175,Cancer,201906,0.518686547,Epithelial
COAD32#COAD32_C2_B_33_129,COAD32_C2_B_33_129,COAD32,P26,12.41,68767,77890,9858,0.199862465,1,2.371262976,0,57800,194859,137059,0.025295213,Cancer,196388,0.505443371,Epithelial
COAD32#COAD32_T_A_82_82,COAD32_T_A_82_82,COAD32,P26,9.717,54226,61642,9119,0.158515699,1,1.83280155,0,68637,194435,125798,0.023449996,Normal,178973,0.461002097,Epithelial
COAD32#COAD32_C2_C_87_279,COAD32_C2_C_87_279,COAD32,P26,12.268,66686,77770,8855,0.200277097,1,2.220581893,0,60286,194156,133870,0.022803828,Cancer,210976,0.544909808,Epithelial
COAD32#COAD32_C2_B_23_119,COAD32_C2_B_23_119,COAD32,P26,10.941,62660,74889,7766,0.193041743,1,1.952419367,0,65699,193971,128272,0.020018456,Cancer,208972,0.539786846,Epithelial
COAD32#COAD32_C2_D_55_343,COAD32_C2_D_55_343,COAD32,P26,11.155,56986,67614,8695,0.174436424,1,2.262524409,0,59404,193807,134403,0.02243211,Cancer,204389,0.528962515,Epithelial
COAD32#COAD32_C12_A_57_57,COAD32_C12_A_57_57,COAD32,P26,7.738,23020,32102,10001,0.082877664,1,4.183080876,0,37366,193671,156305,0.02581956,Cancer,125180,0.324544347,Epithelial
COAD32#COAD32_C2_C_6_198,COAD32_C2_C_6_198,COAD32,P26,10.097,54498,69444,8214,0.179490096,1,2.050268054,0,63420,193448,130028,0.021230512,Cancer,209222,0.542045566,Epithelial
COAD32#COAD32_C11_B_51_147,COAD32_C11_B_51_147,COAD32,P26,12.114,63671,69712,8806,0.180422483,1,2.260717661,0,59248,193191,133943,0.022790917,Cancer,175396,0.455332759,Epithelial
COAD32#COAD32_C12_A_2_2,COAD32_C12_A_2_2,COAD32,P26,8.571,48134,62851,8868,0.162749688,1,2.118646532,0,61915,193091,131176,0.022963266,Cancer,188071,0.488095485,Epithelial
COAD32#COAD32_C12_A_22_22,COAD32_C12_A_22_22,COAD32,P26,10.633,53643,60639,7951,0.157271869,1,2.165323044,0,60905,192784,131879,0.020621525,Cancer,191431,0.497515425,Epithelial
COAD32#COAD32_T_A_41_41,COAD32_T_A_41_41,COAD32,P26,11.213,66425,76766,8828,0.199180094,1,1.969031662,0,64905,192705,127800,0.022905477,Normal,205560,0.534294002,Epithelial
COAD32#COAD32_C11_B_81_177,COAD32_C11_B_81_177,COAD32,P26,9.902,52770,63826,9022,0.165638981,1,2.181722099,0,60554,192666,132112,0.023413576,Cancer,202036,0.525560585,Epithelial
COAD32#COAD32_C12_A_4_4,COAD32_C12_A_4_4,COAD32,P26,9.32,46685,57680,8998,0.149728733,1,2.420861009,0,56306,192615,136309,0.023357475,Cancer,187119,0.48680226,Epithelial
COAD32#COAD32_C2_C_67_259,COAD32_C2_C_67_259,COAD32,P26,9.897,47678,60188,10477,0.156377147,1,2.388056548,0,56801,192445,135644,0.027220764,Cancer,169989,0.442446942,Epithelial
COAD32#COAD32_C11_B_46_142,COAD32_C11_B_46_142,COAD32,P26,10.531,49038,58487,8206,0.152073865,1,2.531513994,0,54452,192298,137846,0.021336675,Cancer,182429,0.477225521,Epithelial
COAD32#COAD32_C2_C_51_243,COAD32_C2_C_51_243,COAD32,P26,8.874,39705,50475,6558,0.131285991,1,2.503107062,0,54875,192233,137358,0.017057425,Cancer,177964,0.464628848,Epithelial
COAD32#COAD32_C12_D_35_323,COAD32_C12_D_35_323,COAD32,P26,8.032,39414,51821,7843,0.134798872,1,2.161447368,0,60800,192216,131416,0.020401527,Cancer,187299,0.488352993,Epithelial
COAD32#COAD32_C12_A_17_17,COAD32_C12_A_17_17,COAD32,P26,9.947,52869,62656,7898,0.163078333,1,2.547037427,0,54159,192104,137945,0.020556574,Cancer,183734,0.479245244,Epithelial
COAD32#COAD32_C2_B_21_117,COAD32_C2_B_21_117,COAD32,P26,9.195,31314,37725,10197,0.098405684,1,2.677474435,0,52123,191681,139558,0.02659888,Cancer,104884,0.274276808,Epithelial
COAD32#COAD32_C11_B_35_131,COAD32_C11_B_35_131,COAD32,P26,10.713,54554,62607,8084,0.163438295,1,2.79412056,0,50481,191531,141050,0.021103633,Cancer,178890,0.467926048,Epithelial
COAD32#COAD32_C2_D_79_367,COAD32_C2_D_79_367,COAD32,P26,11.897,63174,75410,8408,0.197059654,1,2.209184529,0,59622,191338,131716,0.02197159,Cancer,211115,0.553091433,Epithelial
COAD32#COAD32_C11_C_85_277,COAD32_C11_C_85_277,COAD32,P26,10.109,54258,63178,9195,0.165179015,1,2.485982501,0,54860,191241,136381,0.024040347,Cancer,181877,0.476724314,Epithelial
COAD32#COAD32_C12_D_55_343,COAD32_C12_D_55_343,COAD32,P26,9.312,43586,53845,8159,0.140857413,1,2.403062405,0,56165,191133,134968,0.021343776,Cancer,173919,0.456078104,Epithelial
COAD32#COAD32_C11_C_73_265,COAD32_C11_C_73_265,COAD32,P26,9.25,49018,58775,7597,0.154034646,1,2.52437515,0,54133,190785,136652,0.019909846,Cancer,176254,0.463078079,Epithelial
COAD32#COAD32_C2_B_78_174,COAD32_C2_B_78_174,COAD32,P26,11.868,65949,74229,6572,0.194975178,1,2.290435775,0,57851,190355,132504,0.017262483,Cancer,203265,0.535395386,Epithelial
COAD32#COAD32_C2_B_85_181,COAD32_C2_B_85_181,COAD32,P26,11.883,64806,75328,8261,0.19821593,1,2.416245663,0,55621,190015,134394,0.021737758,Cancer,191558,0.505584823,Epithelial
COAD32#COAD32_C11_C_9_201,COAD32_C11_C_9_201,COAD32,P26,7.808,28122,37562,7345,0.098905671,1,3.73182158,0,40130,189888,149758,0.019340348,Cancer,134245,0.354582673,Epithelial
COAD32#COAD32_C12_A_89_89,COAD32_C12_A_89_89,COAD32,P26,8.748,39680,49113,7298,0.129417748,1,2.707352338,0,51181,189746,138565,0.019230972,Cancer,158782,0.419235258,Epithelial
COAD32#COAD32_C12_A_92_92,COAD32_C12_A_92_92,COAD32,P26,10.035,51074,59120,6463,0.156019909,1,2.479002552,0,54459,189463,135004,0.017056101,Cancer,184700,0.488562299,Epithelial
COAD32#COAD32_C11_B_31_127,COAD32_C11_B_31_127,COAD32,P26,10.05,47805,57504,7956,0.152151135,1,2.631873306,0,52031,188970,136939,0.02105096,Cancer,180521,0.478634949,Epithelial
COAD32#COAD32_C11_C_22_214,COAD32_C11_C_22_214,COAD32,P26,10.498,52641,60131,7196,0.159432702,1,2.544033076,0,53210,188578,135368,0.019079638,Cancer,186490,0.495778347,Epithelial
COAD32#COAD32_C12_A_14_14,COAD32_C12_A_14_14,COAD32,P26,10.306,47788,55462,7670,0.147065687,1,2.60628837,0,52287,188562,136275,0.020338138,Cancer,165773,0.440148156,Epithelial
COAD32#COAD32_C12_A_76_76,COAD32_C12_A_76_76,COAD32,P26,10.052,47375,58134,9576,0.154434267,1,2.53503747,0,53243,188216,134973,0.025438857,Cancer,168551,0.448980842,Epithelial
COAD32#COAD32_C2_D_34_322,COAD32_C2_D_34_322,COAD32,P26,11.772,56625,63964,8310,0.169928112,1,2.288240124,0,57237,188209,130972,0.022076521,Cancer,161236,0.429136436,Epithelial
COAD32#COAD32_C2_C_36_228,COAD32_C2_C_36_228,COAD32,P26,11.212,58480,70387,5546,0.187128797,1,2.588319469,0,52412,188071,135659,0.014744432,Cancer,202547,0.539880587,Epithelial
COAD32#COAD32_C12_D_1_289,COAD32_C12_D_1_289,COAD32,P26,8.164,40245,51761,7850,0.137652716,1,2.20234709,0,58711,188013,129302,0.020876216,Cancer,179805,0.479119702,Epithelial
COAD32#COAD32_C2_C_40_232,COAD32_C2_C_40_232,COAD32,P26,10.248,52451,64551,8334,0.171947087,1,2.634754657,0,51642,187706,136064,0.02219961,Cancer,185186,0.494430561,Epithelial
COAD32#COAD32_C2_B_53_149,COAD32_C2_B_53_149,COAD32,P26,10.946,65315,77958,7301,0.207840335,1,2.451796363,0,54332,187543,133211,0.019464869,Cancer,200203,0.534661689,Epithelial
COAD32#COAD32_C12_A_36_36,COAD32_C12_A_36_36,COAD32,P26,10.52,50052,58834,7169,0.157007061,1,2.443439746,0,54411,187361,132950,0.019131516,Cancer,179488,0.479924704,Epithelial
COAD32#COAD32_C12_A_9_9,COAD32_C12_A_9_9,COAD32,P26,8.778,47676,60093,6992,0.160526245,1,2.225875946,0,58023,187175,129152,0.018677708,Cancer,180782,0.48395145,Epithelial
COAD32#COAD32_C11_B_63_159,COAD32_C11_B_63_159,COAD32,P26,9.567,50634,59769,6799,0.159708528,1,2.581636169,0,52244,187119,134875,0.018167583,Cancer,176800,0.473246072,Epithelial
COAD32#COAD32_C2_C_46_238,COAD32_C2_C_46_238,COAD32,P26,10.717,52449,66432,9765,0.177779681,1,2.272806895,0,57088,186838,129750,0.026132264,Cancer,192746,0.517519506,Epithelial
COAD32#COAD32_C11_C_23_215,COAD32_C11_C_23_215,COAD32,P26,11.372,58240,65856,7317,0.176293909,1,2.441979176,0,54265,186779,132514,0.01958732,Cancer,188769,0.506343748,Epithelial
COAD32#COAD32_C11_B_33_129,COAD32_C11_B_33_129,COAD32,P26,9.547,45023,54541,7361,0.146052582,1,2.487169431,0,53544,186717,133173,0.019711649,Cancer,171449,0.459917593,Epithelial
COAD32#COAD32_C2_D_18_306,COAD32_C2_D_18_306,COAD32,P26,10.554,58241,69821,6647,0.18699015,1,1.950938088,0,63267,186697,123430,0.017801572,Cancer,186520,0.500340678,Epithelial
COAD32#COAD32_C12_A_86_86,COAD32_C12_A_86_86,COAD32,P26,9.293,39345,49174,9812,0.131702431,1,3.13232397,0,45177,186686,141509,0.026279421,Cancer,147972,0.397408834,Epithelial
COAD32#COAD32_C11_C_45_237,COAD32_C11_C_45_237,COAD32,P26,10.521,48499,56773,8559,0.152223575,1,2.70336021,0,50354,186479,136125,0.022948965,Cancer,162328,0.436074875,Epithelial
COAD32#COAD32_C12_A_25_25,COAD32_C12_A_25_25,COAD32,P26,9.571,44781,52424,7911,0.140697799,1,2.406161441,0,54695,186300,131605,0.021231884,Cancer,166462,0.447892675,Epithelial
COAD32#COAD32_C12_A_63_63,COAD32_C12_A_63_63,COAD32,P26,9.542,46298,55100,6834,0.148411912,1,2.653597859,0,50808,185632,134824,0.018407387,Cancer,164416,0.443650532,Epithelial
COAD32#COAD32_T_A_29_29,COAD32_T_A_29_29,COAD32,P26,10.61,60954,70193,6854,0.189077147,1,2.088570525,0,60099,185620,125521,0.01846245,Normal,186815,0.503930232,Epithelial
COAD32#COAD32_C2_B_70_166,COAD32_C2_B_70_166,COAD32,P26,12.506,65840,76747,8071,0.207117566,1,2.239622312,0,57190,185274,128084,0.021781254,Cancer,202415,0.547692233,Epithelial
COAD32#COAD32_C12_D_54_342,COAD32_C12_D_54_342,COAD32,P26,9.81,50872,59096,7643,0.15961366,1,2.430917212,0,53957,185122,131165,0.020643143,Cancer,177293,0.47978751,Epithelial
COAD32#COAD32_C2_B_50_146,COAD32_C2_B_50_146,COAD32,P26,11.456,57340,69395,7661,0.187461843,1,2.410118466,0,54277,185091,130814,0.020695226,Cancer,193468,0.524522429,Epithelial
COAD32#COAD32_T_A_51_51,COAD32_T_A_51_51,COAD32,P26,9.308,58398,73633,9026,0.199275245,1,2.19457749,0,57833,184752,126919,0.02442734,Normal,186313,0.505299443,Epithelial
COAD32#COAD32_C12_D_38_326,COAD32_C12_D_38_326,COAD32,P26,10.584,40671,48022,8735,0.130021119,1,2.665614641,0,50379,184670,134291,0.023650295,Cancer,161797,0.439231304,Epithelial
COAD32#COAD32_C2_C_8_200,COAD32_C2_C_8_200,COAD32,P26,11.406,60002,72497,7647,0.196353896,1,2.559257331,0,51867,184608,132741,0.020711453,Cancer,194453,0.527877014,Epithelial
COAD32#COAD32_C11_C_58_250,COAD32_C11_C_58_250,COAD32,P26,10.501,49717,57211,7287,0.155022355,1,2.654394582,0,50494,184525,134031,0.019745292,Cancer,181443,0.492620587,Epithelial
COAD32#COAD32_C12_A_41_41,COAD32_C12_A_41_41,COAD32,P26,9.114,46798,57417,8275,0.1556244,1,2.297340292,0,55946,184473,128527,0.022428757,Cancer,178626,0.48533871,Epithelial
COAD32#COAD32_C12_D_78_366,COAD32_C12_D_78_366,COAD32,P26,9.921,44187,54183,7707,0.146987971,1,2.509081563,0,52524,184311,131787,0.020907596,Cancer,175950,0.478403202,Epithelial
COAD32#COAD32_C12_D_29_317,COAD32_C12_D_29_317,COAD32,P26,6.388,9029,12655,11714,0.034342859,1,6.897003986,0,23331,184245,160914,0.031789194,Cancer,68079,0.185512483,Epithelial
COAD32#COAD32_C2_D_32_320,COAD32_C2_D_32_320,COAD32,P26,10.83,50857,61346,8362,0.16648303,1,2.626934131,0,50798,184241,133443,0.022693103,Cancer,174208,0.474241847,Epithelial
COAD32#COAD32_C11_C_77_269,COAD32_C11_C_77_269,COAD32,P26,10.078,49573,59147,6857,0.160652202,1,2.397512089,0,54182,184084,129902,0.01862465,Cancer,183282,0.498870422,Epithelial
COAD32#COAD32_C11_C_26_218,COAD32_C11_C_26_218,COAD32,P26,9.888,47916,57924,8224,0.157385922,1,2.630855136,0,50682,184019,133337,0.022345519,Cancer,179406,0.489185917,Epithelial
COAD32#COAD32_C12_D_93_381,COAD32_C12_D_93_381,COAD32,P26,8.922,40917,51251,8637,0.13928719,1,2.16855829,0,58063,183976,125913,0.02347317,Cancer,173153,0.471187704,Epithelial
